ley,articulo,texto
5016,Artículo 107,"Obligación de sometimiento a pruebas. Todo conductor de vehículos y los involucrados en un accidente de tránsito debe sujetarse a las pruebas expresamente autorizadas, destinadas a determinar su estado de intoxicación alcohólica o por sustancias estupefacientes o sicotrópicas en el momento del hecho. La autoridad de aplicación deberá practicar la prueba por separado, respetando la dignidad del presunto infractor, pudiendo filmar o fotografiar el acto. La negativa a realizar la prueba constituye falta gravísima, salvo causa debidamente justificada. En caso de accidente o a pedido del interesado, la autoridad debe tomar las pruebas lo antes posible, asegurar su acreditación y cadena de custodia. Los médicos que detecten en sus pacientes una enfermedad, intoxicación, disminución o pérdida de función o ausencia de un miembro, que tenga incidencia en la idoneidad para conducir vehículos, deben advertirles que no pueden hacerlo o informarles de las precauciones que deberán adoptar en su caso. Igualmente, deberán hacerlo cuando prescriban drogas que produzcan tal efecto. Título VIII Régimen de Sanciones Capítulo I Principios Generales e Infracciones"
5016,Artículo 108,"Responsabilidad por la comisión de infracciones. Son responsables para esta Ley las personas que cometan alguna de las infracciones previstas en la misma. Cuando no se identifique al conductor infractor, recaerá una presunción de comisión de la infracción en el propietario del vehículo, a no ser que este demuestre que lo había enajenado o que no estaba bajo su tenencia o custodia y denuncie quien fue el comprador, tenedor o custodio."
5016,Artículo 109,"Responsabilidad de las personas jurídicas. Sin perjuicio de la responsabilidad correspondiente, de acuerdo con las reglas del Código Civil, son responsables las personas jurídicas, por las faltas relativas a las condiciones que deben reunir los vehículos de su propiedad para circular. No serán pasibles de sanciones previstas en esta Ley, cuando se trate de faltas a las reglas de tránsito cometidas por quienes actúen en su representación o a su servicio, con su autorización o para su beneficio, o en cumplimiento de funciones o de labores que les presten ocasionalmente. No obstante, deben individualizar a estos, a pedido de la autoridad competente."
5016,Artículo 110,"Clasificación de las infracciones. Las infracciones a las disposiciones de la presente Ley se clasifican en: faltas leves, graves y gravísimas."
5016,Artículo 111,"Faltas leves. Constituyen faltas leves todas aquellas infracciones no calificadas como faltas graves o gravísimas. Asimismo, serán leves las infracciones a las normas dictadas por el Ministerio de Obras Públicas y Comunicaciones u Ordenanzas Municipales referentes a la materia y la conducción en estado de intoxicación alcohólica desde 0.001 a 0.199 mg/L de CAAL y 0.001 a 0.399 g/L de CAS."
5016,Artículo 112,"Faltas graves. Constituyen faltas graves las siguientes: a) Las que violando las disposiciones vigentes en la presente Ley y su reglamentación, resulten atentatorias contra la seguridad en el tránsito. b) Las que: 1. Obstruyan la circulación. 2. Dificulten o impidan el estacionamiento y/o la detención de los vehículos del servicio público de pasajeros y de emergencia en los lugares reservados. 3. Ocupen espacios reservados por razones de visibilidad y/o seguridad. c) Las que afecten por contaminación al medio ambiente. d) La conducción de vehículos sin estar debidamente habilitados para hacerlo. e) La falta de documentación exigible. f) La circulación con vehículos que no tengan colocadas sus chapas o patentes reglamentarias, o sin el seguro obligatorio vigente. g) No cumplir con lo exigido en caso de accidente. h) Circular con vehículos de transporte de pasajeros o carga, sin contar con la habilitación extendida por autoridad competente o que teniéndola no cumpliera con lo allí exigido. i) Circular con vehículos de transporte que, por excederse en el peso, provoquen una reducción en la vida útil de la infraestructura vial. j) La conducción de vehículos transportando un número de ocupantes superior a la capacidad para la cual fue construido el vehículo. k) La circulación de ciclomotores, motocicletas, triciclones y cuatriciclones, con más de dos personas, incluido el conductor, asimismo, la conducción de motocargas que transportan persona alguna. l) Llevar como acompañante a un menor de 12 (doce) años en ciclomotores, motocicletas, triciclones y cuatriciclones. m) Conducir un vehículo a mayor velocidad que la máxima permitida. n) La conducción de vehículos utilizando auriculares y/o sistemas de comunicación móvil de operación manual continua. ñ) La conducción de vehículos sin que alguno de sus ocupantes utilice el correspondiente cinturón de seguridad. o) Conducir ciclomotores, motocicletas, triciclones, cuatriciclones y motocargas, llevando objetos o elementos que impidan al conductor mantener ambas manos en el manubrio. p) Desobedecer las señales u órdenes de tránsito de la autoridad de aplicación. q) No respetar el derecho preferente de paso de un peatón o de otro conductor. r) Detener o estacionar un vehículo en lugar no permitido. s) Conducir un vehículo sin luces en las horas y circunstancias exigidas por esta Ley. t) Conducir un taxi sin taxímetro debiendo llevarlo, tener este sin el sello de la autoridad o acondicionado, de modo que no marque la tarifa reglamentaria. u) No llevar limpiaparabrisas en condiciones de funcionamiento, ni espejo retrovisor regulable. v) Mantener abiertas las puertas de un vehículo al servicio del transporte público, mientras se encuentra en movimiento o llevar pasajeros en las estriberas o no detenerse junto a la acera al alzar o bajar pasajeros. w) Negarse a pagar o evadir el pago de la tarifa de peaje. x) La conducción en estado de intoxicación alcohólica desde 0.200 a 0.799 mg/L de CAAL y 0.400 a 1.599 g/L de CAS."
5016,Artículo 113,"Faltas gravísimas. Constituyen faltas gravísimas las siguientes: a) La falta cometida que haya causado un accidente que haya producido la muerte, lesiones o puesto en inminente peligro la salud de las personas o haya ocasionado daños en las cosas. b) Cuando el infractor ha cometido la falta fingiendo la prestación de un servicio de urgencia, de emergencia u oficial, utilizando indebidamente una autorización o cuando esta no le correspondía. c) La conducción de vehículos sin respetar la señalización de los semáforos o de la señal de “PARE”. d) Cuando a consecuencia de la misma se vea dificultada la prestación de un servicio público. e) Cuando el infractor sea funcionario y cometa la falta abusando de tal carácter. f) Fugarse o negarse a suministrar documentación o información, cuando lo exigiere la autoridad de aplicación. g) La conducción en estado de intoxicación alcohólica, estupefacientes u otra sustancia que disminuya las condiciones psicofísicas normales y/o en estado de agotamiento. h) La negativa a someterse a la realización de la prueba de alcoholemia y/o espirometría y/o testeo de estupefacientes. i) La conducción de ciclomotores, motocicletas, triciclones, cuatriciclones y motocargas, sin que alguno de sus ocupantes utilice correctamente colocado y sujetado el casco reglamentario, chaleco reflectivo y demás elementos que exija la reglamentación. j) La evasión del control de peso por parte de los transportes de carga en las estaciones fijas o móviles dispuestas por la autoridad competente. k) Adelantar a otro vehículo en curvas, puentes, paso a nivel, cruces no regulados y/o franja amarilla continua. l) Conducir un vehículo en sentido contrario al tránsito. m) El consumo de bebidas alcohólicas, cualquiera sea su graduación, en la vía pública y en establecimientos comerciales que tengan acceso directo desde autopistas, rutas nacionales, ramales o caminos departamentales. n) La destrucción, inutilización o daño de cualquier señal de tránsito dispuesta por la autoridad competente, sin perjuicio de que además esté tipificado como hecho punible en la legislación penal."
5016,Artículo 114,Eximición de sanción. La autoridad competente podrá eximir de sanción al infractor en los siguientes casos: a) Una necesidad debidamente acreditada. b) Cuando ha quedado demostrado que no se pudo evitar cometer la falta.
5016,Artículo 115,Concurrencia de faltas. Las faltas concurrentes se sancionarán cada una de ellas por separado.
5016,Artículo 116,"Reincidencia. Habrá reincidencia cuando el infractor cometa una nueva falta, existiendo sanción por parte de autoridad competente, dentro de un plazo no superior a un 1 (año) en faltas leves y de 2 (dos) años en faltas graves y gravísimas. Para el cómputo de estos plazos, no se tendrán en cuenta los lapsos de inhabilitación impuestos en una condena. La reincidencia se computará separadamente para faltas leves y para faltas graves y gravísimas; y solo en estas dos últimas se aplicará la inhabilitación. En los casos de reincidencia, se observarán las siguientes reglas: a) La sanción de multa se aumentará: 1. Para la primera reincidencia, en un 25% (veinticinco por ciento). 2. Para la segunda reincidencia, en un 50% (cincuenta por ciento). 3. Para la tercera reincidencia, en un 75% (setenta y cinco por ciento). 4. Para las siguientes reincidencias, en un 100% (cien por ciento). b) La sanción de inhabilitación deberá aplicarse accesoriamente, solo en caso de faltas graves y gravísimas: 1. Para la primera reincidencia, hasta 9 (nueve) meses, a criterio de la autoridad competente. 2. Para la segunda reincidencia, hasta 12 (doce) meses, a criterio de la autoridad competente. 3. Para la tercera reincidencia, hasta 18 (dieciocho) meses, obligatoriamente. 4. Para las siguientes reincidencias, desde 24 (veinticuatro) meses hasta 5 (cinco) años, obligatoriamente. Capítulo II Sanciones"
5016,Artículo 117,"Sanciones. Las sanciones por infracciones a esta Ley serán de cumplimiento efectivo, no podrán ser aplicadas por las autoridades competentes con carácter condicional, ni en suspenso y consisten en: a) Amonestación: sanción por la cual se hace notar la comisión de una falta, se identifica al infractor y se registra la misma en la Municipalidad y en el Registro Nacional de Licencias de Conducir y Antecedentes de Tránsito. b) Multa: sanción que consiste en el pago a la autoridad de aplicación de una suma de dinero determinada en jornales mínimos legales. c) Inhabilitación para conducir vehículos o determinada categoría de ellos: sanción que consiste en la suspensión del goce de las licencias otorgadas por las Municipalidades para conducir vehículos, en cuyo caso se debe retener la licencia habilitante. d) Suspensión de la licencia de conducir a través de la quita o retiro de puntos de acuerdo con el tipo y gravedad de la infracción, en las condiciones que establezca la reglamentación. e) Comiso de los objetos cuya comercialización, uso o transporte en los vehículos esté expresamente prohibido. f) Concurrencia a cursos especiales de educación y capacitación para el correcto uso de la vía pública. Esta sanción podrá ser aplicada adicionalmente a la suma de otras sanciones impuestas. La aplicación de las sanciones previstas en esta Ley no excluye la aplicación de otras penas establecidas por el Código Penal, ni exime de la responsabilidad civil correspondiente, de acuerdo con las reglas del Código Civil, y las establecidas por otras normativas relativas al transporte. La aplicación de una sanción será comunicada a la Municipalidad que haya expedido la licencia de conducir al infractor, a la Municipalidad en la que se halle radicado el automotor y al Registro Nacional de Licencias de Conducir y Antecedentes de Tránsito."
5016,Artículo 118,"Bases de la medición para la aplicación de sanciones. Al determinar la sanción, la autoridad de aplicación sopesará todas las circunstancias generales a favor y en contra del infractor, y particularmente: a) La forma de realización del hecho y los medios empleados. b) La importancia de los deberes infringidos. c) La relevancia del daño y el peligro ocasionado. d) Las consecuencias del hecho. e) Las condiciones personales, culturales, económicas y sociales del autor. f) La conducta posterior a la realización del hecho. g) La actitud del infractor frente a las exigencias del derecho."
5016,Artículo 119,"Aplicación de sanciones. Las sanciones se aplicarán de conformidad a lo que establece la presente Ley: a) Para faltas leves: amonestación o multa de hasta 3 (tres) jornales mínimos legales. b) Para faltas graves: multa de 4 (cuatro) a 10 (diez) jornales mínimos legales, quita de puntos o inhabilitación cuando corresponda. c) Para faltas gravísimas: multa de 11 (once) a 20 (veinte) jornales mínimos legales, quita de puntos o inhabilitación cuando corresponda. La aplicación de sanciones por faltas graves y gravísimas requerirá un sumario administrativo previo, con la intervención del presunto infractor, salvo lo establecido en el Artículo 112 inciso b). La inhabilitación se aplicará a todos aquellos conductores, que resultaren culpables de accidentes con víctimas fatales o lesiones graves en los términos establecidos para el efecto por el Código Penal."
5016,Artículo 120,"Multa. La multa podrá: a) Abonarse con una reducción del 25% (veinticinco por ciento) sobre la suma impuesta por la autoridad competente o el juez sumariante, cuando corresponda a infracciones a normas de circulación en la vía pública y exista reconocimiento voluntario de la infracción. Si se trata de faltas graves, este pago voluntario solo será admitido hasta una vez al año. La reducción no será admitida en los casos de faltas gravísimas. b) Ser exigida por la vía ejecutiva cuando no se haya abonado en término para lo cual será título suficiente el certificado expedido por la autoridad competente, acompañado de la resolución de condena firme y ejecutoriada, en los casos en que haya habido un sumario administrativo. Accesoriamente, se establecerá un mecanismo de reducción de puntos aplicable a la Licencia de Conducir conforme a los principios generales y las pautas de procedimiento que determine la presente Ley y su reglamentación. De lo recaudado por el pago de multas se aplicará, el 10% (diez por ciento) a la Dirección de Beneficencia y Ayuda Social (DIBEN) y lo restante para costear programas y acciones destinados a cumplir con los fines de esta Ley."
5016,Artículo 121,"Aplicación de la suspensión automática de la habilitación de conducir. Sistema de puntos. La sanción de suspensión automática de la habilitación de conducir se ajustará a las siguientes reglas: a) A las faltas o infracciones se les asignarán un puntaje, de acuerdo con su gravedad. b) Cada vez que un conductor cometa una infracción, esta será tipificada de acuerdo con la clasificación de faltas prevista en el Artículo 110 de esta Ley. A las faltas gravísimas, se les asignará 5 (cinco) puntos y a las graves 3 (tres) puntos. Las leves no quitarán puntos. c) La Agencia Nacional de Tránsito y Seguridad Vial, a través del Registro Nacional de Licencias de Conducir y Antecedentes de Tránsito será la encargada de establecer un sistema de cómputos de las infracciones cometidas por cada conductor, a fin de ir sumando progresivamente las mismas. d) A cada conductor, se le asignará una suma única y uniforme de veinte puntos, los cuales serán descontados conforme al inciso b) del presente artículo. e) En caso que la quita de puntos supere la suma indicada en el inciso anterior, durante el plazo de validez de una licencia de conducir, se procederá a la suspensión automática y retiro de la licencia de conducir. f) El tiempo restante de suspensión será de: 1. De un mes hasta un año, para la primera suspensión. 2. Una vez rehabilitado y en caso de reincidencia, dentro de los 12 (doce) meses, la suspensión se extenderá entre un mínimo de 6 (seis) meses y un máximo de 2 (dos) años. En ambos casos, el conductor deberá realizar el curso establecido en el Artículo 119 inciso f) de esta Ley. Una vez cumplida la sanción y realizado el curso, será rehabilitado en su derecho a conducir. g) Además de la suspensión automática del derecho a conducir, la autoridad de aplicación, de acuerdo con el tipo y gravedad de la infracción, podrá aplicar la sanción de multa, así como compeler a la realización del curso establecido en el Artículo 119, inciso f). h) Los puntos quitados prescribirán al momento de la renovación quinquenal de la licencia de conducir, asignándose nuevamente al conductor la totalidad de los puntos iniciales. Capítulo III De la extinción de las acciones y responsabilidades. Norma supletoria"
5016,Artículo 122,"Extinción de la responsabilidad. La responsabilidad por las faltas se extingue por la muerte del supuesto infractor, el cumplimiento de la sanción, por prescripción y si luego de resuelto el sobreseimiento provisional no se ordene la reapertura del procedimiento dentro del plazo de un año."
5016,Artículo 123,"Extinción de la acción. La acción se extingue por la muerte del supuesto infractor, su absolución o sobreseimiento definitivo en el sumario respectivo o la prescripción de la acción. La prescripción de la acción se opera de pleno derecho a los 2 (dos) años de cometida la falta. No obstante, si hubiese hechos punibles, la acción prescribirá conjuntamente con la acción penal. La obligación para el cumplimiento de sanciones prescribe en idéntico plazo, a contar desde el último requerimiento. Ambas prescripciones se interrumpen por la comisión de una nueva falta de la misma índole."
5016,Artículo 124,"Legislación supletoria. En el presente régimen es de aplicación supletoria, en lo pertinente, la parte general de laLey N° 1160/97“CODIGO PENAL PARAGUAYO” y sus modificaciones. Capítulo IV Reglas del procedimiento sumarial"
5016,Artículo 125,"Jueces instructores de sumarios. El juzgamiento de las transgresiones a la presente Ley y sus normas reglamentarias que constituyan faltas, es competencia de los funcionarios de las autoridades de aplicación que sean designados como jueces sumariantes o instructores, de acuerdo con las disposiciones orgánicas de cada una de ellas."
5016,Artículo 126,"Recepción del acta por el Juez. Recibidos los antecedentes de la supuesta comisión de faltas graves o gravísimas, el Juez sumariante o instructor, mediante providencia, determinará la pertinencia de la acción; en caso afirmativo, dispondrá la sustanciación del sumario; en caso contrario, dispondrá su archivo. En caso de que la supuesta infracción constituyese eventualmente también un hecho punible, el Juez de Faltas remitirá copia de los antecedentes al Ministerio Público y dispondrá la suspensión de los plazos y de la investigación del sumario, que correrá la misma suerte del proceso penal. En caso de que la causa penal sea desestimada por no constituir un hecho punible o el infractor sea beneficiado con criterio de oportunidad, suspensión condicional del procedimiento u otra salida alternativa al proceso, el Juez Instructor o Sumariante deberá continuar el sumario. El Juez sumariante deberá resolver en el mismo acto la confirmación, la modificación, el levantamiento u otras medidas de urgencia que considere pertinente, con excepción de la aprehensión preventiva."
5016,Artículo 127,"Desestimación de la acción. El juez deberá desestimar la acción en los siguientes casos: a) Si el Acta de Constatación de Infracciones no reuniera los requisitos señalados en el Artículo 102 de esta Ley o si el legajo de antecedentes remitido contuviera vicios sustanciales imposibles de ser subsanados. b) Si los hechos constatados no constituyeran falta o hayan dejado de constituirla. c) Si el presunto infractor estuviera exento de responsabilidad, en cuyo caso procederá su sobreseimiento o su absolución, según las circunstancias que motivaron la decisión."
5016,Artículo 128,"Contenido de la resolución de admisión del sumario. En la resolución que admita el sumario se dispondrá además: a) La notificación por cédula al presunto infractor. b) Su citación por cinco días perentorios a comparecer por sí o por apoderado, a fin de ejercer su defensa. c) La intimación a ofrecer en el mismo acto las pruebas de descargo que tuviere."
5016,Artículo 129,"Notificación de la resolución. La resolución que admita el procedimiento y la que contenga el fallo, deberá ser notificada por escrito en el domicilio del sumariado. Las demás notificaciones serán hechas en el Juzgado en los días fijados por este. La cédula de notificación de toda resolución deberá redactarse en dos ejemplares y contener: a) Lugar y fecha de emisión de la cédula. b) Nombre y dirección de la persona a la que se remite. c) Identificación del Juzgado, de la autoridad de aplicación de la cual depende y del sumario. d) Número, fecha y transcripción de la parte resolutiva del fallo. e) Dirección del Juzgado, días y horas de atención pública. f) Nombre, cargo y firma del funcionario que emitió el oficio."
5016,Artículo 130,"Diligenciamiento de la notificación. El funcionario notificador entregará un ejemplar al destinatario, a su representante legal, a sus familiares o dependientes, portero o vecino, el orden señalado; en ausencia de estos, lo introducirá en el buzón o lo fijará en la puerta principal. En el segundo ejemplar, labrará acta de lo actuado, la que deberá ir firmada por quien recibiera la cédula o la indicación del lugar donde la misma fue dejada, con una breve relación de las circunstancias que impidieron su entrega."
5016,Artículo 131,"Pruebas. Las pruebas que no fueran producidas ni ofrecidas en el mismo acto de comparecencia del presunto infractor, no serán consideradas; salvo casos excepcionales y debidamente justificados, que sean admitidos fundadamente por el juez. El Juzgado podrá disponer pruebas periciales, de examen, de informe o medidas para mejor proveer, si las estima indispensables para emitir el fallo. En estos casos, será abierto un período de prueba por un plazo perentorio y no mayor a 10 (diez) días. Unicamente en los casos en que se trate de accidentes de tránsito, el plazo será prorrogable por una sola vez y por el mismo período."
5016,Artículo 132,"Dictamiento y contenido de la resolución. Cumplida con la audiencia y, en su caso, producidas las pruebas o transcurrido el plazo fijado para su producción, el Juzgado dictará resolución en el plazo de 20 (veinte) días, en el que consignará: a) El lugar y la fecha de la sentencia. b) La identificación del sumario. c) Una relación sucinta de los hechos; en su caso, de la concurrencia de faltas; de la defensa y de los méritos de las pruebas producidas; la mención de pruebas rechazadas, de reincidencias y las bases de la medición para la aplicación de sanciones, si las hubiere. d) La mención de las disposiciones jurídicas infringidas y de aquellas en que se funda el fallo. e) Una parte resolutoria absolviendo o condenando, en todo o en parte, al presunto infractor o, en caso de varios presuntos infractores, lo que correspondiere a cada uno, con expresa mención de la calificación de la falta y de las sanciones aplicadas. f) En su caso, los plazos que se concedan para el cumplimiento de la condena o para el levantamiento de medidas de urgencia. g) La disposición de notificar a las partes y de archivar las copias de la resolución. h) Las firmas y sellos del juez y del secretario."
5016,Artículo 133,"Ejecutoriedad de la resolución. La resolución que no se haya recurrido, dentro de los 5 (cinco) días siguientes al de su notificación, quedará firme y ejecutoriada. La presentación del recurso deberá ser realizada de manera fundada."
5016,Artículo 134,"Sobreseimiento o archivo del procedimiento sumarial. El sobreseimiento del procedimiento sumarial será dictado definitivamente en los siguientes casos: a) Cuando resulte evidente que la falta no existió, que el hecho no constituya falta o que el supuesto infractor no ha participado en él. b) Con conocimiento e intervención del Juzgado, el presunto infractor satisfizo el pago de la multa o revirtió satisfactoriamente en plazo, el hecho u omisión que se le imputa como falta. c) Se ha producido la prescripción. Deberá archivarse el sumario si no es posible individualizar al presunto infractor ni a sus cómplices. El archivo del sumario suspende el plazo de prescripción de la acción para la instrucción del sumario."
5016,Artículo 135,"Cómputo de los plazos. Los plazos señalados en esta Ley deberán contarse en días hábiles, salvo los casos en que ella establece otra modalidad. Capítulo V De los recursos"
5016,Artículo 136,"Recurso de reconsideración. Contra las resoluciones del Juzgado de Instrucción o Sumariante, podrá interponerse el recurso de reconsideración. El mismo deberá ser interpuesto ante el mismo juez que dispuso la sanción, en el perentorio plazo de 5 (cinco) días posteriores a la notificación de la resolución respectiva. El afectado podrá optar por utilizar previamente este recurso o directamente el recurso de apelación y nulidad."
5016,Artículo 137,"Recursos de apelación y nulidad. Contra las resoluciones del Juzgado de Instrucción o Sumariante, cabrá recurso de apelación y nulidad ante la máxima autoridad de la dependencia interviniente, que deberá ser presentado ante el superior jerárquico dentro del plazo perentorio de 5 (cinco) días de haberse notificado el fallo original o el resultado adverso del recurso de reconsideración o su rechazo. Concedido el recurso, los autos deberán ser remitidos sin demora a la máxima autoridad de la dependencia interviniente."
5016,Artículo 138,"Interposición de los recursos. Los recursos deberán ser interpuestos por escrito, debiendo ser fundados en el mismo acto de su interposición e ir acompañados de las pruebas documentales o indicando donde se encuentran las mismas y ofreciendo las pruebas que se harán valer. La interposición de los mismos no suspenderá los efectos del acto recurrido."
5016,Artículo 139,"Plazo para resolver los recursos. Recibidos los autos, la máxima autoridad de la dependencia interviniente deberá expedirse en el plazo de 10 (diez) días, confirmando, modificando, revocando o anulando la resolución recurrida o una parte de ella; si no lo hiciera en este lapso, se tendrá por denegado el recurso interpuesto. Si hubiera pluralidad de partes o de recurrentes, se correrá traslado de las respectivas apelaciones a las partes. Todas las apelaciones se substanciarán simultáneamente."
5016,Artículo 140,"Irregularidades procesales. Si fueran constatadas irregularidades procesales susceptibles de haber modificado la suerte del juicio, la máxima autoridad de la dependencia interviniente, deberá devolver los autos al Juzgado de origen y este pasará el caso al siguiente juzgado en el orden de turno, a fin de que se retrotraiga el procedimiento al estadio pertinente y el vicio sea subsanado, para así dictarse un nuevo fallo."
5016,Artículo 141,"De la acción contencioso-administrativa. Con la resolución de la máxima autoridad de la dependencia interviniente se agotará la instancia administrativa, y la misma podrá ser recurrida ante la jurisdicción contencioso-administrativa en el plazo perentorio de 18 (dieciocho) días. Capítulo VI De la ejecución de sentencias y resoluciones"
5016,Artículo 142,"Aplicación de sanciones pecuniarias. Las resoluciones que apliquen sanciones pecuniarias y determinen accesorias legales como costos y costas, constituirán títulos ejecutivos contra las cuales podrán oponerse solamente las excepciones de incompetencia, de falta de jurisdicción o personería, falsedad o inhabilidad del título, prescripción, pago total o parcial documentado y cosa juzgada."
5016,Artículo 143,"Obligación de hacer o no hacer. Si la resolución dispone hacer o no hacer y, por omisión o renuencia el infractor deja transcurrir el plazo sin cumplirla y por tal causa debe ser subrogado en su obligación de hacer o rectificado en la de abstenerse, los costos generados serán a su cargo. En tal supuesto, la dependencia interviniente deberá intimar al infractor al pago de los costos en el perentorio plazo de 10 (diez) días, contados desde la notificación de la resolución correspondiente. Vencido dicho plazo, la dependencia interviniente podrá recurrir a la vía judicial para el cobro compulsivo, conforme al procedimiento establecido en el Artículo 144, sirviendo de suficiente título ejecutivo la copia de la sentencia o resolución acompañada de la notificación de la intimación."
5016,Artículo 144,"Ejecución de la sentencia ante la justicia ordinaria. Si para la ejecución de la sentencia fuese necesario recurrir a la justicia ordinaria, la acción correspondiente deberá ser promovida ante el juez de primera instancia en lo civil de turno, por la vía de ejecución de sentencia. Esta acción deberá ser promovida por la máxima autoridad de la dependencia interviniente, a través de los asesores jurídicos de la entidad que haya dictado el fallo, debidamente acreditados. En ningún estadio del juicio, le serán exigidas cauciones a la dependencia interviniente y solo serán admisibles las excepciones establecidas en el Artículo 142. La acción prescribirá a los 4 (cuatro) años de la comisión de la infracción."
5016,Artículo 145,"Auxilio de la Policía Nacional. La Policía Nacional prestará de inmediato la asistencia que le sea requerida por el Juzgado de Instrucción o Sumariante o por la máxima autoridad de la dependencia interviniente para el cumplimiento de la presente Ley, las resoluciones, medidas de urgencia o sentencias dictadas en consecuencia. Para estos efectos, la autoridad solicitante deberá acompañar copia auténtica del instrumento cuyo cumplimiento se disponga. Título IX De la utilización de medios tecnológicos Capítulo Unico"
5016,Artículo 146,"Utilización de medios tecnológicos. La Agencia Nacional de Tránsito y Seguridad Vial podrá utilizar los medios tecnológicos pertinentes definidos en la presente Ley, a los efectos de coadyuvar en el control del tránsito automotor e implementarlos a través de la Patrulla Caminera o de las Municipalidades dentro del ámbito de sus competencias."
5016,Artículo 147,"Medios tecnológicos. Los medios tecnológicos a que hace referencia esta Ley, corresponden a aquellos implementos electrónicos, digitales, ópticos u de otra naturaleza a ser utilizados para el control y medio de prueba, a fin de dar cumplimiento de la presente Ley. Ellos son: básculas fijas y móviles, fotografía, filmación digital, radar, lidar, scanner, alcoholímetro, decibelímetro, analizadores de gases de escape, dispositivos electrónicos con sensores a ser instalados en el pavimento u otros soportes fijos o móviles, programas identificadores de matrícula, computadoras u otros dispositivos con acceso a la base de datos de consulta correspondiente. Esta enumeración no es taxativa."
5016,Artículo 148,"Multas. La Patrulla Caminera y las Municipalidades poseen competencia para la percepción de las multas y, en caso negativo y previo sumario administrativo, a su ejecución judicial, a través del procedimiento previsto en esta Ley."
5016,Artículo 149,"Procesos de concesión de la provisión y mantenimiento. Autorízase a la Agencia Nacional de Tránsito y Seguridad Vial a utilizar el proceso de concesión de la provisión y mantenimiento de los medios tecnológicos en la Seguridad Vial, previo concurso público, cuya concesión será por tiempo limitado, de acuerdo con las Leyes que rigen la materia."
5016,Artículo 150,"Fiscalización. La operatividad de estos medios tecnológicos deberá ser fiscalizada directamente por la Agencia Nacional de Tránsito y Seguridad Vial. Los agentes de la Patrulla Caminera o la Policía Municipal de Tránsito, en su caso, una vez verificada la existencia de una infracción, procederán a labrar el acta y determinar la infracción cometida, expidiendo la boleta de contravención."
5016,Artículo 151,"Recaudaciones por multas cobradas. Las recaudaciones por multas cobradas, correspondientes a la utilización de los medios tecnológicos autorizados en esta Ley, deberán distribuirse en el marco de lo establecido en el Artículo 7° de la misma."
5016,Artículo 152,"Montos de las multas. Los montos de las multas serán fijados en jornales mínimos legales, en directa proporción que los percibidos por los municipios por las mismas infracciones y sus producidos corresponderán a la autoridad competente que haya aplicado las multas o lo que establezca el convenio respectivo, en su caso. Título X De las Disposiciones transitorias y complementarias Capítulo Unico"
5016,Artículo 153,"Modificación. Modifícase el Artículo 217, numeral 1) de la Ley N° 1160/97 “CODIGO PENAL PARAGUAYO”, Exposición al peligro en el tránsito terrestre, que quedará redactado de la siguiente manera: El que dolosa o culposamente: 1) Condujera en la vía pública un vehículo pese a no estar en condiciones para hacerlo con seguridad a consecuencia de la ingestión de bebidas alcohólicas, dando un resultado superior al límite máximo de miligramo de alcohol por litro de aire exhalado o gramo de alcohol por litro de sangre establecido como falta gravísima en la Ley de tránsito, u otras sustancias estupefacientes o sicotrópicas legales o no, de defectos físicos o psíquicos, o de agotamiento, que alterasen notoria o legamente su habilidad para conducir. 2) Condujera en la vía pública un vehículo automotor pese a carecer de la licencia de conducir o existiendo la prohibición de conducir señalada en el Artículo 58 o habiendo sido privado del documento de licencia. 3) Como titular del vehículo tolerara la realización de un hecho señalado en los numerales anteriores; o, 4) Como propietario o guardador de ganado mayor o menor permitiera que el animal a su cargo esté suelto en la vía pública. Será castigado con pena privativa de libertad de hasta dos años o con multa.”"
5016,Artículo 154,"Disposiciones transitorias. Las licencias de conducir deberán ajustarse, a partir de la entrada en vigencia de esta Ley, al nuevo modelo unificado que responderá a estándares de seguridad, técnicos y de diseño que se establezca para el momento de su vencimiento anual o renovación quinquenal."
5016,Artículo 155,"Reconocimiento de la OPACI. Queda reconocida la Organización Paraguaya de Cooperación Intermunicipal (OPACI) como asociación de municipalidades de carácter nacional, con personería jurídica de derecho privado y patrimonio propio y la competencia para ejercer las funciones que le son asignadas en la presente Ley. A los efectos de su funcionamiento la misma se regirá por su estatuto, aprobado por Decreto N° 17.423 del 4 de junio de 1997 y sus modificatorias, hasta tanto se legisle sobre la materia que lo regule."
5016,Artículo 156,"Reglamentación. Las autoridades de aplicación reglamentarán la presente Ley, dentro de un plazo máximo de 12 (doce) meses, contados a partir de su promulgación. A los efectos de su funcionamiento la misma se regirá por su estatuto, aprobado por Decreto N° 17.423 del 4 de junio de 1997 y sus modificatorias, hasta tanto se legisle sobre la materia que lo regule."
5016,Artículo 157,"Vigencia supletoria. Hasta tanto se dicte la reglamentación dispuesta en el artículo anterior, y toda vez que no se opongan a lo que la presente Ley determina, regirán supletoriamente las normas reglamentarias aplicables a la materia, que se hallen vigentes al tiempo de la promulgación de la presente Ley."
